"id","compound_public_id","source_type","food_id","food_name","orig_food_common_name","orig_food_scientific_name","orig_source_id","orig_source_name","orig_content_avg","orig_unit","citation","preparation_type"
1180031,12174,"Compound",576,"Common chokecherry","","","","",NA,"","MANUAL",""
1180032,12174,"Compound",577,"Agave","","","","",NA,"","MANUAL",""
1180033,12174,"Compound",578,"Narrowleaf cattail","","","","",NA,"","MANUAL",""
1180034,12174,"Compound",583,"Chanterelle","","","","",NA,"","MANUAL",""
721547,12174,"Compound",586,"Cinnamon","","Cinnamomum spp.","C00000619","Eugenol",NA,"","KNAPSACK","other"
1180035,12174,"Compound",605,"Oil palm","","","","",NA,"","MANUAL",""
1180036,12174,"Compound",607,"Sago palm","","","","",NA,"","MANUAL",""
1180037,12174,"Compound",608,"Persimmon","","","","",NA,"","MANUAL",""
1180038,12174,"Compound",613,"Black salsify","","","","",NA,"","MANUAL",""
1180039,12174,"Compound",615,"Red algae","","","","",NA,"","MANUAL",""
1180040,12174,"Compound",616,"Kombu","","","","",NA,"","MANUAL",""
1180041,12174,"Compound",620,"Thistle","","","","",NA,"","MANUAL",""
1180042,12174,"Compound",622,"Walnut","","","","",NA,"","MANUAL",""
1180043,12174,"Compound",625,"Conch","","","","",NA,"","MANUAL",""
1180044,12174,"Compound",638,"Bean","","","","",NA,"","MANUAL",""
1518931,12174,"Compound",786,"Horned melon","","","","",NA,"","MANUAL",""
1518932,12174,"Compound",796,"Mixed nuts","","","","",NA,"","MANUAL",""
1518933,12174,"Compound",797,"Canola","","","","",NA,"","MANUAL",""
1518934,12174,"Compound",798,"Babassu palm","","","","",NA,"","MANUAL",""
1518935,12174,"Compound",799,"Cupuaçu","","","","",NA,"","MANUAL",""
1518936,12174,"Compound",800,"Shea tree","","","","",NA,"","MANUAL",""
1518937,12174,"Compound",801,"Oil-seed Camellia","","","","",NA,"","MANUAL",""
1518938,12174,"Compound",802,"Ucuhuba","","","","",NA,"","MANUAL",""
1518939,12174,"Compound",813,"Nance","","","","",NA,"","MANUAL",""
1518940,12174,"Compound",814,"Naranjilla","","","","",NA,"","MANUAL",""
1518941,12174,"Compound",823,"Tree fern","","","","",NA,"","MANUAL",""
1518942,12174,"Compound",849,"Greenthread tea","","","","",NA,"","MANUAL",""
1518943,12174,"Compound",863,"Yellow pond-lily","","","","",NA,"","MANUAL",""
1518944,12174,"Compound",879,"Pepper (C. pubescens)","","","","",NA,"","MANUAL",""
1518945,12174,"Compound",880,"Soft-necked garlic","","","","",NA,"","MANUAL",""
1518946,12174,"Compound",881,"Cabbage","","","","",NA,"","MANUAL",""
1518947,12174,"Compound",882,"Chinese bayberry","","","","",NA,"","MANUAL",""
1518948,12174,"Compound",885,"Onion-family vegetables","","","","",NA,"","MANUAL",""
731562,12174,"Compound",886,"Pomes","Apples and pears","","","",NA,"","DFC CODES",""
1518949,12174,"Compound",887,"Brassicas","","","","",NA,"","MANUAL",""
1518950,12174,"Compound",888,"Cereals and cereal products","","","","",NA,"","MANUAL",""
731561,12174,"Compound",889,"Citrus","Citrus fruits","","","",NA,"","DFC CODES",""
731564,12174,"Compound",897,"Herbs and Spices","Herbs, condiments and spices","","","",NA,"","DFC CODES","other"
1518951,12174,"Compound",898,"Pulses","","","","",NA,"","MANUAL",""
1518952,12174,"Compound",901,"Nuts","","","","",NA,"","MANUAL",""
731563,12174,"Compound",903,"Fruits","Other fruits","","","",NA,"","DFC CODES",""
1518954,12174,"Compound",904,"Green vegetables","","","","",NA,"","MANUAL",""
1518953,12174,"Compound",905,"Root vegetables","","","","",NA,"","MANUAL",""
1518955,12174,"Compound",906,"Sunburst squash (pattypan squash)","","","","",NA,"","MANUAL",""
1518956,12174,"Compound",907,"Green zucchini","","","","",NA,"","MANUAL",""
1518957,12174,"Compound",908,"Yellow zucchini","","","","",NA,"","MANUAL",""
1518958,12174,"Compound",913,"Italian sweet red pepper","","","","",NA,"","MANUAL",""
1518959,12174,"Compound",914,"Yellow wax bean","","","","",NA,"","MANUAL",""
1518960,12174,"Compound",915,"Green bean","","","","",NA,"","MANUAL",""
1518961,12174,"Compound",916,"Saskatoon berry","","","","",NA,"","MANUAL",""
1518962,12174,"Compound",917,"Nanking cherry","","","","",NA,"","MANUAL",""
1518963,12174,"Compound",918,"Japanese pumpkin","","","","",NA,"","MANUAL",""
1518964,12174,"Compound",919,"White cabbage","","","","",NA,"","MANUAL",""
1518965,12174,"Compound",920,"Romaine lettuce","","","","",NA,"","MANUAL",""
2197491,12174,"Compound",930,"Rabbiteye blueberry","Rabbiteye Blueberries","","","",NA,"","R. J. Horvat, S. D. Senter, E. D. Dekazos. GLC-MS Analysis of Volatile Constituents in Rabbiteye Blueberries. Journal of Food Science 1983, 48(1) 278-279","cooked"
2195469,12174,"Compound",933,"Evergreen blackberry","Evergreen blackberries","","","",NA,"","12744680","raw, frozen"
2195470,12174,"Compound",938,"Blackberry","Marion lackberries","","","",NA,"","12744680","raw, frozen"
2211618,12174,"Compound",943,"Red wine","Frontenac wine","","","",4.34,"mg/100g","26083035",""
2254419,12174,"Compound",994,"Red onion","","","","",NA,"","MANUAL",""
2254418,12174,"Compound",995,"Green onion","","","","",NA,"","MANUAL",""
