"klass","subklass","compound_public_id","compound_name","directparent","component"
"Flavonoids","Flavonoid glycosides","FDB017304","Peonidin 3-arabinoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017305","Peonidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017307","Peonidin 3-galactoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017310","Peonidin 3-rhamnoside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017311","Peonidin 3-rhamnoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017315","Petanin","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017316","Petunidin 3-gentiobioside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017318","Petunidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017319","Petunidin 3-rhamnoside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017855","Cyanidin 3-sophoroside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017859","Delphinidin glycoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB018250","Malvidin 3-(6-malonylglucoside) 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB018628","Delphinidin 3-sophoroside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB019600","Delphinidin 3-(6''-malonylglucoside) 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB020263","Peonidin 3-sophoroside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021353","Cyanidin 3-(3''-malonyl-glucoside)","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021681","Pelargonidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021690","Pelargonidin 3-O-[b-D-Glucopyranosyl-(1->2)-b-D-glucopyranoside] 7-O-b-D-glucopyranoside","Anthocyanidin-7-O-Glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021704","Caffeoylcalleryanin","Anthocyanidin-7-O-Glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021708","Delphinidin 3-rhamnoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021734","Delphinidin 3-(6""-acetylgalactoside)","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021735","Delphinidin 3-glucosylglucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021736","Malvidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021737","Petunidin 3-rhamnoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021743","6-Hydroxyluteolin 7-rhamnoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021866","Cyanidin 3-gentiobioside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029816","3'-O-Methylcyanidin 3-O-beta-D-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029837","4'-Methyldelphinidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029881","Cyanidin 3-[2-(6-(E)-caffeoyl-glucoside)-glucoside] 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029882","Cyanidin 3-diglucoside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029920","Isopeonidin 3-arabinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029921","Isopeonidin 3-galactoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029922","Isopeonidin 3-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029923","Isopeonidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029924","Isopeonidin 3-sambubioside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029935","Peonidin 3-sambubioside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029936","Peonidin 3-sambubioside 5-glucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029937","Peonidin 3-sophoroside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029938","Peonidin 3-xyloside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB030758","cyanidin-3,5-diglucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB030759","cyanidin-3-O-β-D-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB030809","delphinidin 3-O-glucosyl-5-O-caffeoylglucoside","Anthocyanidin 5-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB030883","gentiodelphin","Anthocyanidin 5-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB030992","malonylshisonin","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB031087","pelargonidin 3-O-sophoroside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB031090","pelargonidin-3,5-diglucoside","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB031091","pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside","Anthocyanidin 5-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB031094","pelargonidin-3-O-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB031173","shisonin","Anthocyanidin 3-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB000004","Cyanidin 3-(6''-acetyl-galactoside)","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB000048","p-Coumaroyl vitisin A","Anthocyanidin 3-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB002714","Malvidin 3-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB007049","Cyanidin 3-rutinoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB007984","Cyanidin 3-glucogalactoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB016081","Delphinidin 3-lathyroside 5-(6''-acetylglucoside)","Anthocyanidin-5-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017159","Cyanidin 3-galactoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017308","Peonidin 3-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB017317","Petunidin 3-glucoside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021043","Alatanin 1","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021044","Cyanidin 3-[6-(4-glucosylcoumaryl)sophoroside] 5-glucoside","Anthocyanidin 3-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021045","Cyanidin 3-[6-(4-glucosylferuloyl)sophoroside] 5-glucoside","Anthocyanidin 3-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021054","Alatanin B","Anthocyanidin 7-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021055","Alatanin A","Anthocyanidin 7-O-6-p-coumaroyl glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB021062","Peonidin 3-lathyroside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavonoid glycosides","FDB029925","Isopeonidin 3-xyloside","Anthocyanidin-3-O-glycosides","Anthocyanidins"
"Flavonoids","Flavanones","FDB000678","(S)-Naringenin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB002677","Hesperetin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016547","Eriodictyol 7-rutinoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB002680","Hesperidin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB011866","Naringin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB011868","Narirutin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016548","Eriodictyol 7-neohesperidoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB002679","Hesperetin 7-neohesperidoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016558","Poncirin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB000612","Didymin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016688","Narirutin 4'-glucoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB021742","Naringenin 4'-glucoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB019425","Naringin 6''-malonate",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016683","Prunin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB002759","(S)-Pinocembrin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB012291","(S)-4',5,7-Trihydroxy-8-prenylflavanone",NA,"Flavanones"
"Flavonoids","Flavanones","FDB016258","6-Prenylnaringenin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB000133","6-Geranylnaringenin",NA,"Flavanones"
"Flavonoids","Flavanones","FDB012290","Isoxanthohumol",NA,"Flavanones"
"Flavonoids","Flavanones","FDB000689","Eriodictyol 7-glucoside",NA,"Flavanones"
"Flavonoids","Flavanones","FDB001472","Sakuranetin",NA,"Flavanones"
"Flavonoids","Flavans","FDB001471","Butin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB002758","Pinocembrin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB005026","Citronetin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB008502","4',5,8-Trihydroxyflavanone","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB011936","3',4',5,7-Tetrahydroxyflavanone","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB016551","5-Methyleriodictyol 7-[xylosyl-(1->?)-arabinoside]","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB016563","Liquiritin rhamnoside","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB016687","Naringenin fructoside","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB016689","4'-Prenylnaringenin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB030116","(2S)-dihydrotricetin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB030117","(2S)-pinocembrin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB093742","Naringenin 7-sulfate","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB000655","Liquiritigenin","Flavanones","Flavanones"
"Flavonoids","Flavans","FDB016333","Norartocarpanone","Flavanones","Flavanones"
"Flavonoids","Flavonols","FDB000633","Kaempferol",NA,"Flavonols"
"Flavonoids","Flavonols","FDB011904","Quercetin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002711","Hyperin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB017087","Quercetin 3-xyloside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB011884","Quercitrin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002536","Quercetin 3-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002820","Avicularin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000154","Quercetin 3-O-xylosyl-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016411","Isorhamnetin 3-glucoside 7-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000609","Isorhamnetin 3-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000634","Kaempferol 3-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000606","Isorhamnetin 7-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016392","Quercetin 3,4'-diglucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB021842","Myricetin 3-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB012724","Myricetin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002736","Morin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016499","Kaempferide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB012723","Myricetin 3-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB017001","Myricetin 3-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000162","Quercetin 3-O-glucosyl-xyloside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000163","Quercetin 3-O-acetyl-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002824","Kaempferol 3-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000657","Galangin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000604","Isorhamnetin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016478","Astragalin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016667","Kaempferol 3-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000164","Kaempferol 3-O-glucosyl-rhamnosyl-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000165","Kaempferol 3-O-glucosyl-rhamnosyl-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000166","Quercetin 3-O-glucosyl-rhamnosyl-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000167","Quercetin 3-O-glucosyl-rhamnosyl-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB002829","Rhamnetin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB021629","Isorhamnetin 3-O-b-D-glucopyranoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB012726","Myricetin 3-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000168","Quercetin 3-O-rhamnosyl-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016876","Isorhamnetin 3-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB021745","Myricetin 3-arabinofuranoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016381","Quercetin 4',7-diglucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB017095","Quercetin 4'-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB014968","Isorhamnetin 4'-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000176","3,7-Dimethylquercetin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016668","Kaempferol 3-sophoroside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016484","Astragalin 7-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016400","Quercetin 3-(6''-malonyl-glucoside)",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000188","Kaempferol 3-O-(6""-malonyl-glucoside)",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016491","Kaempferol 3-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000189","Quercetin 3-O-(6""-malonyl-glucoside) 7-O-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016624","Patuletin 3-(2''-apiosylgentiobioside)",NA,"Flavonols"
"Flavonoids","Flavonols","FDB003503","Spinacetin 3-(2''-apiosylgentiobioside)",NA,"Flavonols"
"Flavonoids","Flavonols","FDB008211","Patuletin 3-(2''-apiosyl-[2'''-feruloylgentiobioside])",NA,"Flavonols"
"Flavonoids","Flavonols","FDB003504","Spinacetin 3-[p-coumaroyl-(->2)-glucosyl-(1->6)-[apiosyl-(1->2)]-glucoside]",NA,"Flavonols"
"Flavonoids","Flavonols","FDB003505","Spinacetin 3-[feruloyl-(->2)-glucosyl-(1->6)-[apiosyl-(1->2)]-glucoside]",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016534","Spinacetin 3-gentiobioside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB008316","Jaceidin 4'-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB001550","5,3',4'-Trihydroxy-3-methoxy-6,7-methylenedioxyflavone 4'-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB001551","5,4'-Dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone 4'-glucuronide",NA,"Flavonols"
"Flavonoids","Flavonols","FDB019115","Kaempferol 3-xylosylglucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000201","Kaempferol 3-O-acetyl-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000202","Quercetin 3-O-xylosyl-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000203","Kaempferol 3-O-xylosyl-rutinoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016495","Kaempferol 7-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000207","Kaempferol 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB018937","6''-Acetylhyperin 7-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000210","Kaempferol 3-O-(2''-rhamnosyl-galactoside) 7-O-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000211","Kaempferol 3-O-(2''-rhamnosyl-6''-acetyl-galactoside) 7-O-rhamnoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB021746","3,4',5,6,7,8-Hexahydroxyflavone",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000605","Isorhamnetin 3-galactoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000214","Quercetin 3-O-rhamnosyl-(1->2)-rhamnosyl-(1->6)-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000215","Kaempferol 3-O-rhamnosyl-rhamnosyl-glucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000658","3-Methylgalangin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000216","Kaempferol 3,7,4'-O-triglucoside",NA,"Flavonols"
"Flavonoids","Flavonols","FDB016817","3-Methoxynobiletin",NA,"Flavonols"
"Flavonoids","Flavonols","FDB000219","3-Methoxysinensetin",NA,"Flavonols"
"Flavonoids","Flavones","FDB000376","6-Hydroxykaempferol","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB000600","Isolimocitrol","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB000624","Fisetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002421","3,4',5,7-Tetrahydroxy-6-methoxyflavone","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002473","Rhamnazin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002480","Spinacetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002675","Tambulin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002765","Prudomestin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB005977","6-Methoxy-7-methylquercetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB005983","Apigenin 7-(6''-O-acetyl)-glucoside","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB006019","Rhamnocitrin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB011897","Quercetagetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB016500","Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside]","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB016819","Limocitrol","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB017002","Myricetin 3-digalactoside","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB017962","Pollenitin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB018892","Pollenin A","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB020708","3',4',7-Trimethylgossypetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB093495","syringetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB000652","Limocitrin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002744","Patuletin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB012239","3,4',7-Trihydroxyflavone","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB016378","3',4'-Dimethylquercetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB016383","Tamarixetin","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB016384","3,3',4',5,5',8-Hexahydroxyflavone","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB020069","3,5,6-Trihydroxy-3',4',7-trimethoxyflavone","Flavonols","Flavonols"
"Flavonoids","Flavones","FDB002798","Apigenin","Flavones","Flavones"
"Flavonoids","Flavones","FDB013255","Luteolin","Flavones","Flavones"
"Flavonoids","Flavones","FDB000693","Diosmetin 7-rutinoside",NA,"Flavones"
"Flavonoids","Flavones","FDB016371","Isorhoifolin",NA,"Flavones"
"Flavonoids","Flavones","FDB019514","Diosmetin 7-neohesperidoside",NA,"Flavones"
"Flavonoids","Flavones","FDB018285","Rhoifolin",NA,"Flavones"
"Flavonoids","Flavones","FDB015552","Sinensetin",NA,"Flavones"
"Flavonoids","Flavones","FDB000683","Nobiletin",NA,"Flavones"
"Flavonoids","Flavones","FDB002412","Tangeritin",NA,"Flavones"
"Flavonoids","Flavones","FDB000135","Luteolin 7-O-diglucuronide",NA,"Flavones"
"Flavonoids","Flavones","FDB015535","Chrysin","Flavones","Flavones"
"Flavonoids","Flavones","FDB017830","Scolymoside",NA,"Flavones"
"Flavonoids","Flavones","FDB002465","Tetramethylscutellarein",NA,"Flavones"
"Flavonoids","Flavones","FDB014280","Luteolin 7-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB016362","Apigenin 7-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB002630","Vicenin 2",NA,"Flavones"
"Flavonoids","Flavones","FDB000136","Apigenin 6-C-arabinoside 8-C-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB000137","Apigenin 6-C-galactoside 8-C-arabinoside",NA,"Flavones"
"Flavonoids","Flavones","FDB017828","Luteolin 7-glucuronide",NA,"Flavones"
"Flavonoids","Flavones","FDB000138","Apigenin 7-O-glucuronide",NA,"Flavones"
"Flavonoids","Flavones","FDB000139","Luteolin 7-malonylglucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB012395","Isoorientin",NA,"Flavones"
"Flavonoids","Flavones","FDB001541","Luteolin 7-(2''-apiosylglucoside)",NA,"Flavones"
"Flavonoids","Flavones","FDB000144","Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB002801","Apiin",NA,"Flavones"
"Flavonoids","Flavones","FDB012021","3',4',7-Trihydroxyflavone","Flavones","Flavones"
"Flavonoids","Flavones","FDB001536","7,4'-Dihydroxyflavone","Flavones","Flavones"
"Flavonoids","Flavones","FDB012022","Geraldone",NA,"Flavones"
"Flavonoids","Flavones","FDB012057","Baicalein","Flavones","Flavones"
"Flavonoids","Flavones","FDB000614","Isovitexin",NA,"Flavones"
"Flavonoids","Flavones","FDB001473","6-Methylscutellarein",NA,"Flavones"
"Flavonoids","Flavones","FDB001537","Cirsimaritin",NA,"Flavones"
"Flavonoids","Flavones","FDB000691","Pebrellin",NA,"Flavones"
"Flavonoids","Flavones","FDB016711","5,6-Dihydroxy-4',7,8-trimethoxyflavone",NA,"Flavones"
"Flavonoids","Flavones","FDB002752","Gardenin B",NA,"Flavones"
"Flavonoids","Flavones","FDB002422","Eupafolin",NA,"Flavones"
"Flavonoids","Flavones","FDB000146","Jaceosidin",NA,"Flavones"
"Flavonoids","Flavones","FDB016702","Cirsilineol",NA,"Flavones"
"Flavonoids","Flavones","FDB001539","Eupatorin",NA,"Flavones"
"Flavonoids","Flavones","FDB015551","6-Hydroxyluteolin","Flavones","Flavones"
"Flavonoids","Flavones","FDB002464","Scutellarein","Flavones","Flavones"
"Flavonoids","Flavones","FDB000148","Apigenin 7-O-(6''-malonyl-apiosyl-glucoside)",NA,"Flavones"
"Flavonoids","Flavones","FDB016515","Chrysoeriol 7-[apiofuranosyl-(1->2)-glucoside]",NA,"Flavones"
"Flavonoids","Flavones","FDB000150","Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside)",NA,"Flavones"
"Flavonoids","Flavones","FDB016512","Chrysoeriol 7-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB016517","Chrysoeriol 7-(6''-malonylglucoside)",NA,"Flavones"
"Flavonoids","Flavones","FDB000152","Apigenin 7-O-diglucuronide",NA,"Flavones"
"Flavonoids","Flavones","FDB021744","Rhoifolin 4-glucoside",NA,"Flavones"
"Flavonoids","Flavones","FDB001152","Kaempferol 3-feruloylapioside","Flavones","Flavones"
"Flavonoids","Flavones","FDB002416","Neohesperidin dihydrochalcone","Flavones","Flavones"
"Flavonoids","Flavones","FDB002417","Norartocarpetin","Flavones","Flavones"
"Flavonoids","Flavones","FDB011029","Isoartocarpesin","Flavones","Flavones"
"Flavonoids","Flavones","FDB017004","Apigenin 7-sulfate","Flavones","Flavones"
"Flavonoids","Flavones","FDB017832","Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide","Flavones","Flavones"
"Flavonoids","Flavones","FDB017833","Luteolin 7-(caffeoylglucoside)","Flavones","Flavones"
"Flavonoids","Flavones","FDB017835","Luteolin 4'-sulfate","Flavones","Flavones"
"Flavonoids","Flavones","FDB018235","Luteolin 7-disulfoglucoside","Flavones","Flavones"
"Flavonoids","Flavones","FDB018933","Luteolin 7-diglucoside","Flavones","Flavones"
"Flavonoids","Flavones","FDB021653","Luteolin 7-rhamnosylglucoside","Flavones","Flavones"
"Flavonoids","Flavones","FDB021711","6,7-Dimethylscutellarein","Flavones","Flavones"
"Flavonoids","Flavones","FDB093733","Kaempferol 3-sulfate","Flavones","Flavones"
"Flavonoids","Flavones","FDB000790","Tricetin","Flavones","Flavones"
"Flavonoids","Flavans","FDB001632","Gallocatechin 3'-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB002415","3,3',4',7-Tetrahydroxyflavan","Flavan-3-ols","Flavan-3-ols"
